

# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Source: NOAA POES (Whatever is aloft)
# Units: gigawatts

# Format:

# Each line is formatted as in this example:

# 2006-09-05 00:54:25 NOAA-16 (S)  7  29.67   0.82

# A19   Date and UT at the center of the polar pass as YYYY-MM-DD hh:mm:ss
# 1X    (Space)
# A7	NOAA POES Satellite number
# 1X    (Space)
# A3	(S) or (N) - hemisphere
# I3	Hemispheric Power Index (activity level)
# F7.2	Estimated Hemispheric Power in gigawatts
# F7.2	Normalizing factor

2011-06-12 08:59:07 NOAA-15 (S)  6  18.54   1.13
2011-06-12 09:11:05 NOAA-17 (S)  6  21.50   0.76
2011-06-12 09:15:31 NOAA-16 (S)  6  18.05   0.82
2011-06-12 09:37:38 NOAA-19 (S)  7  26.46   1.16
2011-06-12 09:43:28 NOAA-18 (S)  5  13.23   1.01
2011-06-12 09:48:34 METP-02 (N)  4   8.10   2.13
2011-06-12 09:50:19 NOAA-15 (N)  6  18.46   0.97
2011-06-12 10:02:33 NOAA-17 (N)  6  20.55   1.91
2011-06-12 10:07:31 NOAA-16 (N)  6  17.08   1.80
2011-06-12 10:28:18 NOAA-19 (N)  5  12.14   1.08
2011-06-12 10:34:24 NOAA-18 (N)  4   9.34   0.99
2011-06-12 10:39:46 METP-02 (S)  6  18.04   0.81
2011-06-12 10:40:11 NOAA-15 (S)  7  29.23   1.11
2011-06-12 10:52:41 NOAA-17 (S)  5  14.68   0.87
2011-06-12 10:57:55 NOAA-16 (S)  5  14.80   0.93
2011-06-12 11:18:42 NOAA-19 (S)  8  46.84   1.09
2011-06-12 11:24:48 NOAA-18 (S)  7  35.15   1.06
2011-06-12 11:30:51 NOAA-15 (N)  8  52.71   1.14
2011-06-12 11:31:14 METP-02 (N)  8  43.26   1.57
2011-06-12 11:44:09 NOAA-17 (N)  8  55.75   1.68
2011-06-12 11:49:39 NOAA-16 (N)  8  42.61   1.69
2011-06-12 12:09:22 NOAA-19 (N)  8  58.00   1.32
2011-06-12 12:15:12 NOAA-18 (N)  6  23.04   1.17
2011-06-12 12:20:59 NOAA-15 (S)  8  40.55   1.09
2011-06-12 12:21:54 METP-02 (S)  8  39.68   0.76
2011-06-12 12:34:17 NOAA-17 (S)  6  16.81   0.91
2011-06-12 12:40:19 NOAA-16 (S)  5  14.65   0.97
2011-06-12 12:59:46 NOAA-19 (S)  7  28.18   1.10
2011-06-12 13:05:36 NOAA-18 (S)  6  16.35   1.02
2011-06-12 13:11:07 NOAA-15 (N)  5  14.80   0.90
2011-06-12 13:13:06 METP-02 (N)  7  27.57   1.35
2011-06-12 13:25:29 NOAA-17 (N)  7  25.88   1.33
2011-06-12 13:31:15 NOAA-16 (N)  6  23.19   1.18
2011-06-12 13:49:54 NOAA-19 (N)  5  10.82   1.25
2011-06-12 13:55:44 NOAA-18 (N)  4   7.58   1.11
2011-06-12 14:00:43 NOAA-15 (S)  6  20.52   0.94
2011-06-12 14:03:14 METP-02 (S)  6  22.61   0.85
2011-06-12 14:15:21 NOAA-17 (S)  5  12.91   1.01
2011-06-12 14:21:55 NOAA-16 (S)  6  15.55   1.00
2011-06-12 14:40:50 NOAA-19 (S)  5  13.45   1.12
2011-06-12 14:46:24 NOAA-18 (S)  4   9.14   1.02
2011-06-12 14:50:51 NOAA-15 (N)  7  28.50   1.16
2011-06-12 14:54:26 METP-02 (N)  5  12.94   1.22
2011-06-12 15:06:01 NOAA-17 (N)  6  21.07   1.20
2011-06-12 15:12:35 NOAA-16 (N)  6  20.59   1.15
2011-06-12 15:30:58 NOAA-19 (N)  7  25.64   1.20
2011-06-12 15:36:48 NOAA-18 (N)  6  15.87   1.14
2011-06-12 15:40:59 NOAA-15 (S)  7  33.25   1.04
2011-06-12 15:44:34 METP-02 (S)  4   9.25   1.07
2011-06-12 15:56:09 NOAA-17 (S)  5  11.89   1.08
2011-06-12 16:03:15 NOAA-16 (S)  4   8.83   1.05
2011-06-12 16:22:10 NOAA-19 (S)  6  17.41   1.03
2011-06-12 16:27:44 NOAA-18 (S)  6  22.55   1.09
2011-06-12 16:30:51 NOAA-15 (N)  6  23.75   1.17
2011-06-12 16:45:45 NOAA-17 (N)  5  12.78   1.22
2011-06-12 16:53:39 NOAA-16 (N)  6  18.68   1.24
2011-06-12 17:12:18 NOAA-19 (N)  5  12.63   0.99
2011-06-12 17:17:52 NOAA-18 (N)  6  22.00   1.02
2011-06-12 17:20:43 NOAA-15 (S)  7  30.04   1.05
2011-06-12 17:44:03 NOAA-16 (S)  5  13.26   1.09
2011-06-12 18:04:02 NOAA-19 (S)  7  30.32   0.85
2011-06-12 18:09:20 NOAA-18 (S)  7  25.62   0.98
2011-06-12 18:10:35 NOAA-15 (N)  6  18.46   1.04
2011-06-12 18:34:27 NOAA-16 (N)  6  20.53   1.28
2011-06-12 18:54:26 NOAA-19 (N)  5  14.64   0.85
2011-06-12 19:00:00 NOAA-18 (N)  5  11.07   0.83
2011-06-12 19:01:15 NOAA-15 (S)  7  28.20   1.06
2011-06-12 19:16:09 NOAA-17 (S)  5  10.79   1.20
2011-06-12 19:24:51 NOAA-16 (S)  5  11.54   1.08
2011-06-12 19:46:10 NOAA-19 (S)  6  15.50   0.78
2011-06-12 19:51:07 NOAA-15 (N)  6  20.38   0.93
2011-06-12 19:51:28 NOAA-18 (S)  5  12.23   0.81
2011-06-12 20:06:17 NOAA-17 (N)  5  12.33   1.33
2011-06-12 20:15:15 NOAA-16 (N)  4   8.33   1.25
2011-06-12 20:37:06 NOAA-19 (N)  5  10.32   0.80
2011-06-12 20:42:03 NOAA-15 (S)  5  12.95   1.00
2011-06-12 20:42:08 NOAA-18 (N)  4   9.60   0.77
2011-06-12 20:56:25 NOAA-17 (S)  5  12.25   1.12
2011-06-12 21:05:55 NOAA-16 (S)  4   8.35   1.00
2011-06-12 21:28:50 NOAA-19 (S)  5  13.89   1.18
2011-06-12 21:32:11 NOAA-15 (N)  5  13.55   0.75
2011-06-12 21:33:36 NOAA-18 (S)  3   5.03   1.10
2011-06-12 21:46:17 NOAA-17 (N)  5  13.84   1.28
2011-06-12 21:56:03 NOAA-16 (N)  4   8.88   1.19
2011-06-12 22:20:02 NOAA-19 (N)  5  12.63   0.91
2011-06-12 22:23:07 NOAA-15 (S)  4   7.81   0.96
2011-06-12 22:25:04 NOAA-18 (N)  4   6.84   0.79
2011-06-12 22:36:41 NOAA-17 (S)  4   9.11   0.97
2011-06-12 22:47:15 NOAA-16 (S)  4   6.66   0.90
2011-06-12 23:11:46 NOAA-19 (S)  5  10.06   3.26
2011-06-12 23:13:15 NOAA-15 (N)  5  14.58   0.75
2011-06-12 23:16:48 NOAA-18 (S)  4   8.85   1.91
2011-06-12 23:26:49 NOAA-17 (N)  5  12.41   1.18
2011-06-12 23:37:39 NOAA-16 (N)  5  10.15   1.10
2011-06-13 00:04:43 NOAA-15 (S)  7  36.69   0.68
2011-06-13 00:08:16 NOAA-18 (N)  4   7.63   0.98
2011-06-13 00:17:29 NOAA-17 (S)  5  11.48   0.82
2011-06-13 00:29:07 NOAA-16 (S)  5   9.84   0.82
2011-06-13 00:55:07 NOAA-15 (N)  5  14.44   0.89
2011-06-13 00:55:14 NOAA-19 (S)  7  32.54   1.52
2011-06-13 00:56:34 METP-02 (N)  7  24.85   1.22
2011-06-13 01:00:00 NOAA-18 (S)  6  17.41   1.67
2011-06-13 01:07:37 NOAA-17 (N)  7  28.44   1.17
2011-06-13 01:19:47 NOAA-16 (N)  7  36.16   1.21
2011-06-13 01:46:35 NOAA-15 (S)  7  26.70   0.74
2011-06-13 01:46:58 NOAA-19 (N)  5  14.25   1.18
2011-06-13 01:47:46 METP-02 (S)  6  23.84   0.79
2011-06-13 01:52:00 NOAA-18 (N)  4   8.09   1.17
2011-06-13 01:58:49 NOAA-17 (S)  6  16.98   0.70
2011-06-13 02:11:15 NOAA-16 (S)  5  13.51   0.74
2011-06-13 02:37:31 NOAA-15 (N)  7  25.31   1.34
2011-06-13 02:38:10 METP-02 (N)  7  31.14   1.07
2011-06-13 02:38:26 NOAA-19 (S)  6  16.06   1.45
2011-06-13 02:43:12 NOAA-18 (S)  5  13.44   1.40
2011-06-13 02:48:57 NOAA-17 (N)  6  18.14   1.39
2011-06-13 03:02:11 NOAA-16 (N)  6  15.96   1.52
2011-06-13 03:28:43 NOAA-15 (S)  4   9.81   1.22
2011-06-13 03:29:06 METP-02 (S)  6  19.59   0.71
2011-06-13 03:30:26 NOAA-19 (N)  5  12.79   1.13
2011-06-13 03:35:12 NOAA-18 (N)  5  10.46   1.21
2011-06-13 03:40:25 NOAA-17 (S)  5  11.46   0.83
2011-06-13 03:53:55 NOAA-16 (S)  4   7.37   1.10
2011-06-13 04:19:46 METP-02 (N)  5  13.57   1.25
2011-06-13 04:20:11 NOAA-15 (N)  6  20.46   1.78
2011-06-13 04:21:06 NOAA-19 (S)  5  10.67   1.17
2011-06-13 04:26:24 NOAA-18 (S)  4   6.58   1.26
2011-06-13 04:30:49 NOAA-17 (N)  5  12.95   1.72
2011-06-13 04:45:07 NOAA-16 (N)  5   9.85   2.52
2011-06-13 05:11:07 NOAA-15 (S)  4   6.93   1.31
2011-06-13 05:11:14 METP-02 (S)  4   8.42   0.93
2011-06-13 05:13:06 NOAA-19 (N)  5  12.79   0.98
2011-06-13 05:18:08 NOAA-18 (N)  5   9.90   1.07
2011-06-13 05:22:17 NOAA-17 (S)  3   4.80   1.34
2011-06-13 05:36:51 NOAA-16 (S)  2   3.40   1.78
2011-06-13 06:01:54 METP-02 (N)  6  15.74   1.67
2011-06-13 06:02:35 NOAA-15 (N)  5  11.89   1.83
2011-06-13 06:03:30 NOAA-19 (S)  6  20.93   1.11
2011-06-13 06:08:32 NOAA-18 (S)  5  13.93   1.13
2011-06-13 06:13:13 NOAA-17 (N)  4   8.62   2.48
2011-06-13 06:28:35 NOAA-16 (N)  1   1.37   2.34
2011-06-13 06:53:15 NOAA-15 (S)  6  21.43   1.06
2011-06-13 06:53:22 METP-02 (S)  6  20.84   0.82
2011-06-13 06:54:58 NOAA-19 (N)  6  17.53   0.93
2011-06-13 07:00:32 NOAA-18 (N)  4   6.59   0.86
2011-06-13 07:04:25 NOAA-17 (S)  5  14.11   0.86
2011-06-13 07:20:19 NOAA-16 (S)  6  17.05   0.79
2011-06-13 07:44:27 NOAA-15 (N)  5  12.24   1.51
2011-06-13 07:44:34 METP-02 (N)  3   5.07   2.29
2011-06-13 07:45:38 NOAA-19 (S)  8  42.66   1.25
2011-06-13 07:50:56 NOAA-18 (S)  6  22.14   1.19
2011-06-13 07:55:53 NOAA-17 (N)  2   2.98   2.28
2011-06-13 08:12:03 NOAA-16 (N)  1   2.01   2.14
2011-06-13 08:34:35 NOAA-15 (S)  5  14.64   1.18
2011-06-13 08:35:45 METP-02 (S)  6  15.65   0.82
2011-06-13 08:36:50 NOAA-19 (N)  5  11.44   0.91
2011-06-13 08:42:24 NOAA-18 (N)  4   9.76   0.88
2011-06-13 08:47:05 NOAA-17 (S)  4   7.93   1.01
2011-06-13 09:03:15 NOAA-16 (S)  5  11.82   0.89
2011-06-13 09:25:47 NOAA-15 (N)  5  13.10   0.99
2011-06-13 09:27:13 METP-02 (N)  4   6.96   2.10
2011-06-13 09:27:14 NOAA-19 (S)  4   8.87   1.08
2011-06-13 09:32:32 NOAA-18 (S)  4   7.14   0.94
2011-06-13 09:38:33 NOAA-17 (N)  5  11.96   1.87
2011-06-13 09:55:15 NOAA-16 (N)  4   8.97   1.76
2011-06-13 10:15:39 NOAA-15 (S)  7  28.54   1.12
2011-06-13 10:17:54 NOAA-19 (N)  4   6.72   0.99
2011-06-13 10:18:25 METP-02 (S)  3   5.09   0.99
2011-06-13 10:23:28 NOAA-18 (N)  2   3.85   0.85
2011-06-13 10:28:57 NOAA-17 (S)  4   6.86   1.11
2011-06-13 10:45:55 NOAA-16 (S)  4   7.61   1.11
2011-06-13 11:06:35 NOAA-15 (N)  6  18.27   0.86
2011-06-13 11:08:18 NOAA-19 (S)  6  20.14   1.08
2011-06-13 11:10:09 METP-02 (N)  7  25.73   1.73
2011-06-13 11:13:52 NOAA-18 (S)  6  18.10   1.03
2011-06-13 11:20:25 NOAA-17 (N)  7  34.99   1.75
2011-06-13 11:37:39 NOAA-16 (N)  6  18.54   1.46
2011-06-13 11:56:27 NOAA-15 (S)  8  39.29   1.10
2011-06-13 11:58:42 NOAA-19 (N)  7  37.96   1.31
2011-06-13 12:00:33 METP-02 (S)  6  20.35   0.82
2011-06-13 12:04:32 NOAA-18 (N)  7  33.92   1.19
2011-06-13 12:10:33 NOAA-17 (S)  6  19.85   0.83
2011-06-13 12:28:03 NOAA-16 (S)  6  23.28   0.89
2011-06-13 12:46:51 NOAA-15 (N)  9  89.82   1.31
2011-06-13 12:49:06 NOAA-19 (S)  8  53.10   1.11
2011-06-13 12:52:01 METP-02 (N)  8  48.48   1.22
2011-06-13 12:54:56 NOAA-18 (S)  8  55.77   1.04
2011-06-13 13:01:45 NOAA-17 (N)  8  43.51   1.38
2011-06-13 13:19:31 NOAA-16 (N)  8  44.00   1.30
2011-06-13 13:36:43 NOAA-15 (S)  9  63.04   1.18
2011-06-13 13:39:30 NOAA-19 (N)  7  32.47   1.34
2011-06-13 13:42:09 METP-02 (S)  7  27.59   0.83
2011-06-13 13:45:04 NOAA-18 (N)  6  22.95   1.19
2011-06-13 13:51:53 NOAA-17 (S)  7  24.84   0.90
2011-06-13 14:09:55 NOAA-16 (S)  6  20.05   1.01
2011-06-13 14:26:51 NOAA-15 (N)  6  23.53   1.09
2011-06-13 14:30:10 NOAA-19 (S)  6  21.68   1.14
2011-06-13 14:33:21 METP-02 (N)  7  27.21   1.15
2011-06-13 14:35:44 NOAA-18 (S)  5  15.22   1.04
2011-06-13 14:42:33 NOAA-17 (N)  7  25.23   1.19
2011-06-13 15:00:51 NOAA-16 (N)  6  23.99   1.15
2011-06-13 15:16:59 NOAA-15 (S)  7  26.87   0.99
2011-06-13 15:20:18 NOAA-19 (N)  5  14.25   1.16
2011-06-13 15:23:45 METP-02 (S)  6  17.91   0.92
2011-06-13 15:25:52 NOAA-18 (N)  4   9.58   1.10
2011-06-13 15:32:41 NOAA-17 (S)  6  16.80   1.04
2011-06-13 15:51:15 NOAA-16 (S)  5  12.49   1.03
2011-06-13 16:06:35 NOAA-15 (N)  7  31.47   1.24
2011-06-13 16:11:30 NOAA-19 (S)  6  18.39   1.05
2011-06-13 16:17:04 NOAA-18 (S)  4   8.59   1.02
2011-06-13 16:22:49 NOAA-17 (N)  6  17.34   1.22
2011-06-13 16:41:39 NOAA-16 (N)  6  18.47   1.22
2011-06-13 16:56:43 NOAA-15 (S)  7  25.62   1.02
2011-06-13 17:01:38 NOAA-19 (N)  5  10.47   1.01
2011-06-13 17:07:12 NOAA-18 (N)  4   6.62   0.94
2011-06-13 17:12:57 NOAA-17 (S)  5  13.16   1.15
2011-06-13 17:32:19 NOAA-16 (S)  4   9.57   1.09
2011-06-13 17:46:35 NOAA-15 (N)  6  16.66   1.06
2011-06-13 17:53:22 NOAA-19 (S)  6  20.64   0.88
2011-06-13 17:58:24 NOAA-18 (S) 10 120.42   1.25
2011-06-13 18:03:05 NOAA-17 (N)  6  23.40   1.27
2011-06-13 18:22:43 NOAA-16 (N)  4   9.03   1.26
2011-06-13 18:36:59 NOAA-15 (S)  6  21.36   1.00
2011-06-13 18:43:46 NOAA-19 (N)  6  23.12   0.90
2011-06-13 18:48:48 NOAA-18 (N)  6  17.30   0.88
2011-06-13 18:52:41 NOAA-17 (S)  6  20.23   1.23
2011-06-13 19:13:07 NOAA-16 (S)  5   9.96   1.08
2011-06-13 19:26:51 NOAA-15 (N)  7  31.06   1.04
2011-06-13 19:35:30 NOAA-19 (S)  6  17.34   0.76
2011-06-13 19:40:16 NOAA-18 (S)  6  23.97   0.78
2011-06-13 19:42:49 NOAA-17 (N)  6  18.51   1.33
2011-06-13 20:03:15 NOAA-16 (N)  5  11.88   1.26
2011-06-13 20:17:31 NOAA-15 (S)  6  20.27   1.02
2011-06-13 20:26:26 NOAA-19 (N)  5  15.16   0.81
2011-06-13 20:30:56 NOAA-18 (N)  5  11.00   0.78
2011-06-13 20:32:57 NOAA-17 (S)  5  14.34   1.15
2011-06-13 20:53:55 NOAA-16 (S)  5  14.34   1.00
2011-06-13 21:07:39 NOAA-15 (N)  6  17.16   0.80
2011-06-13 21:17:54 NOAA-19 (S)  4   8.55   1.38
2011-06-13 21:22:49 NOAA-17 (N)  4   8.01   1.30
2011-06-13 21:22:56 NOAA-18 (S)  3   4.97   1.08
2011-06-13 21:44:03 NOAA-16 (N)  5  10.51   1.20
2011-06-13 21:58:35 NOAA-15 (S)  4   7.75   0.98
2011-06-13 22:09:22 NOAA-19 (N)  5  10.50   0.89
2011-06-13 22:13:13 NOAA-17 (S)  4   9.34   1.00
2011-06-13 22:13:52 NOAA-18 (N)  4   7.40   0.78
2011-06-13 22:35:15 NOAA-16 (S)  4   9.23   0.89
2011-06-13 22:48:59 NOAA-15 (N)  5  14.68   0.74
2011-06-13 23:01:06 NOAA-19 (S)  5  12.91   2.33
2011-06-13 23:03:05 NOAA-17 (N)  4   9.77   1.20
2011-06-13 23:05:36 NOAA-18 (S)  5  15.48   1.31
2011-06-13 23:25:23 NOAA-16 (N)  5  10.28   1.11
2011-06-13 23:40:11 NOAA-15 (S)  7  33.31   0.70
2011-06-13 23:52:34 NOAA-19 (N)  6  15.81   1.04
2011-06-13 23:53:45 NOAA-17 (S)  5  13.36   0.83
2011-06-13 23:57:04 NOAA-18 (N)  5  12.35   0.97
2011-06-14 00:30:35 NOAA-15 (N)  7  25.90   0.97
2011-06-14 00:35:45 METP-02 (N)  8  49.92   1.20
2011-06-14 00:43:53 NOAA-17 (N)  6  23.85   1.18
2011-06-14 00:44:34 NOAA-19 (S)  5  11.46   3.20
2011-06-14 00:49:04 NOAA-18 (S)  4   6.56   2.79
2011-06-14 01:07:31 NOAA-16 (N)  6  18.70   1.16
2011-06-14 01:21:47 NOAA-15 (S)  5  11.13   0.94
2011-06-14 01:26:41 METP-02 (S)  6  21.15   0.82
2011-06-14 01:34:49 NOAA-17 (S)  5  14.12   0.73
2011-06-14 01:36:18 NOAA-19 (N)  6  20.51   1.24
2011-06-14 01:40:48 NOAA-18 (N)  5  14.75   1.21
2011-06-14 01:58:59 NOAA-16 (S)  4   9.74   0.80
2011-06-14 02:12:59 NOAA-15 (N)  6  18.51   1.17
2011-06-14 02:17:05 METP-02 (N)  5  14.75   1.21
2011-06-14 02:25:13 NOAA-17 (N)  6  18.39   1.34
2011-06-14 02:27:30 NOAA-19 (S)  6  17.51   1.47
2011-06-14 02:32:00 NOAA-18 (S)  5  13.86   1.42
2011-06-14 02:49:55 NOAA-16 (N)  6  20.12   1.50
2011-06-14 03:04:11 NOAA-15 (S)  7  25.98   0.80
2011-06-14 03:08:17 METP-02 (S)  7  24.64   0.71
2011-06-14 03:16:25 NOAA-17 (S)  7  26.01   0.67
2011-06-14 03:19:30 NOAA-19 (N)  5  15.12   1.18
2011-06-14 03:24:16 NOAA-18 (N)  5  10.05   1.18
2011-06-14 03:41:39 NOAA-16 (S)  7  27.37   0.70
2011-06-14 03:55:23 NOAA-15 (N)  6  18.85   1.63
2011-06-14 03:58:41 METP-02 (N)  5  13.45   1.23
2011-06-14 04:06:49 NOAA-17 (N)  7  28.73   1.77
2011-06-14 04:10:42 NOAA-19 (S)  7  30.00   1.09
2011-06-14 04:15:12 NOAA-18 (S)  7  27.12   1.05
2011-06-14 04:32:51 NOAA-16 (N)  5  10.44   2.47
2011-06-14 04:46:35 NOAA-15 (S)  7  32.68   0.77
2011-06-14 04:49:53 METP-02 (S)  7  29.44   0.75
2011-06-14 04:58:17 NOAA-17 (S)  6  17.85   0.78
2011-06-14 05:02:26 NOAA-19 (N)  6  20.67   1.11
2011-06-14 05:07:28 NOAA-18 (N)  5  12.34   1.13
2011-06-14 05:24:35 NOAA-16 (S)  5  11.42   1.03
2011-06-14 05:38:03 NOAA-15 (N)  6  20.14   2.08
2011-06-14 05:40:49 METP-02 (N)  5  13.72   1.55
2011-06-14 05:49:13 NOAA-17 (N)  6  16.94   2.47
2011-06-14 05:52:50 NOAA-19 (S)  6  16.11   1.10
2011-06-14 05:57:52 NOAA-18 (S)  4   9.42   1.17
2011-06-14 06:16:19 NOAA-16 (N)  3   5.40   2.94
2011-06-14 06:28:43 NOAA-15 (S)  5  13.29   1.18
2011-06-14 06:32:01 METP-02 (S)  5  12.24   0.89
2011-06-14 06:40:25 NOAA-17 (S)  4   9.47   1.02
2011-06-14 06:44:18 NOAA-19 (N)  6  16.60   0.93
2011-06-14 07:08:03 NOAA-16 (S)  5  15.34   0.86
2011-06-14 07:23:13 METP-02 (N)  4   7.89   2.05
2011-06-14 07:31:53 NOAA-17 (N)  4   8.59   2.59
2011-06-14 07:35:14 NOAA-19 (S)  6  21.69   1.17
2011-06-14 07:59:47 NOAA-16 (N)  6  16.99   3.03
2011-06-14 08:14:41 METP-02 (S)  5  11.81   0.88
2011-06-14 08:22:49 NOAA-17 (S)  4   8.95   0.98
2011-06-14 08:26:10 NOAA-19 (N)  4   8.06   0.86
2011-06-14 08:31:12 NOAA-18 (N)  4   7.57   0.84
2011-06-14 08:50:59 NOAA-16 (S)  5  12.27   0.88
2011-06-14 09:01:15 NOAA-15 (N)  7  34.36   1.27
2011-06-14 09:05:53 METP-02 (N)  5  15.06   2.14
2011-06-14 09:14:17 NOAA-17 (N)  7  30.77   2.45
2011-06-14 09:16:34 NOAA-19 (S) 10 107.89   1.27
2011-06-14 09:21:36 NOAA-18 (S)  9  63.56   1.19
2011-06-14 09:42:59 NOAA-16 (N)  5  11.83   1.91
2011-06-14 09:51:39 NOAA-15 (S)  8  39.09   1.13
2011-06-14 09:57:21 METP-02 (S)  8  49.35   0.75
2011-06-14 10:04:57 NOAA-17 (S)  6  20.61   0.80
2011-06-14 10:07:30 NOAA-19 (N)  7  35.88   1.14
2011-06-14 10:12:32 NOAA-18 (N)  6  20.31   1.06
2011-06-14 10:33:39 NOAA-16 (S)  5  13.76   0.95
2011-06-14 10:42:19 NOAA-15 (N)  7  35.32   1.02
2011-06-14 10:48:49 METP-02 (N)  4   7.81   1.74
2011-06-14 10:56:41 NOAA-17 (N)  4   8.46   1.39
2011-06-14 10:57:54 NOAA-19 (S)  7  27.82   1.10
2011-06-14 11:02:56 NOAA-18 (S)  6  21.19   1.04
2011-06-14 11:25:23 NOAA-16 (N)  4   8.79   1.27
2011-06-14 11:32:27 NOAA-15 (S)  6  16.03   0.99
2011-06-14 11:39:29 METP-02 (S)  4   9.18   0.96
2011-06-14 11:46:33 NOAA-17 (S)  4   8.72   1.03
2011-06-14 11:48:02 NOAA-19 (N)  5  10.16   1.14
2011-06-14 11:53:36 NOAA-18 (N)  5  11.81   1.12
2011-06-14 12:15:47 NOAA-16 (S)  4   8.07   1.07
2011-06-14 12:22:51 NOAA-15 (N)  6  18.00   0.89
2011-06-14 12:30:57 METP-02 (N)  5  14.16   1.50
2011-06-14 12:38:01 NOAA-17 (N)  5  14.41   1.37
2011-06-14 12:38:42 NOAA-19 (S)  5  11.54   1.03
2011-06-14 12:44:00 NOAA-18 (S)  5  10.46   0.97
2011-06-14 13:07:15 NOAA-16 (N)  5  12.22   1.12
2011-06-14 13:12:43 NOAA-15 (S)  5  11.13   0.86
2011-06-14 13:21:21 METP-02 (S)  6  15.91   0.87
2011-06-14 13:27:53 NOAA-17 (S)  4   7.02   1.07
2011-06-14 13:28:50 NOAA-19 (N)  4   7.89   1.22
2011-06-14 13:34:24 NOAA-18 (N)  3   4.45   1.02
2011-06-14 13:57:55 NOAA-16 (S)  4   7.04   1.04
2011-06-14 14:02:51 NOAA-15 (N)  5  10.13   0.89
2011-06-14 14:12:33 METP-02 (N)  4   9.06   1.26
2011-06-14 14:18:49 NOAA-17 (N)  5  12.72   1.20
2011-06-14 14:19:46 NOAA-19 (S)  4   6.76   1.09
2011-06-14 14:24:48 NOAA-18 (S)  2   3.55   0.88
2011-06-14 14:48:35 NOAA-16 (N)  5  11.05   1.08
2011-06-14 14:52:43 NOAA-15 (S)  4   7.51   0.82
2011-06-14 15:02:41 METP-02 (S)  3   6.02   1.11
2011-06-14 15:08:41 NOAA-17 (S)  4   6.95   1.08
2011-06-14 15:09:54 NOAA-19 (N)  3   5.92   1.08
2011-06-14 15:15:12 NOAA-18 (N)  3   4.12   0.99
2011-06-14 15:39:15 NOAA-16 (S)  3   5.76   1.06
2011-06-14 15:42:35 NOAA-15 (N)  4   8.63   0.99
2011-06-14 15:53:37 METP-02 (N)  4   7.51   1.11
2011-06-14 15:59:21 NOAA-17 (N)  5  11.33   1.18
2011-06-14 16:00:50 NOAA-19 (S)  4   9.73   1.13
2011-06-14 16:05:52 NOAA-18 (S)  2   3.42   0.88
2011-06-14 16:29:55 NOAA-16 (N)  3   5.51   1.16
2011-06-14 16:32:43 NOAA-15 (S)  4   6.75   0.83
2011-06-14 16:43:45 METP-02 (S)  4   6.29   1.11
2011-06-14 16:49:29 NOAA-17 (S)  3   5.81   1.13
2011-06-14 16:51:14 NOAA-19 (N)  4   6.75   0.99
2011-06-14 16:56:16 NOAA-18 (N)  3   5.38   0.94
2011-06-14 17:20:19 NOAA-16 (S)  3   4.41   1.07
2011-06-14 17:22:35 NOAA-15 (N)  5  10.07   1.02
2011-06-14 17:39:37 NOAA-17 (N)  5  10.47   1.25
2011-06-14 17:42:42 NOAA-19 (S)  3   4.95   1.11
2011-06-14 17:47:28 NOAA-18 (S)  2   3.15   1.09
2011-06-14 18:10:27 NOAA-16 (N)  3   5.50   1.26
2011-06-14 18:12:59 NOAA-15 (S)  4   7.54   0.89
2011-06-14 18:29:13 NOAA-17 (S)  4   8.96   1.18
2011-06-14 18:33:06 NOAA-19 (N)  4   6.49   0.81
2011-06-14 18:38:08 NOAA-18 (N)  4   6.73   0.83
2011-06-14 19:01:07 NOAA-16 (S)  3   5.74   1.08
2011-06-14 19:02:35 NOAA-15 (N)  5  13.21   0.94
2011-06-14 19:19:21 NOAA-17 (N)  5  10.61   1.32
2011-06-14 19:24:50 NOAA-19 (S)  7  30.82   0.70
2011-06-14 19:29:36 NOAA-18 (S)  7  31.94   0.81
2011-06-14 19:51:15 NOAA-16 (N)  5  10.03   1.26
2011-06-14 19:53:15 NOAA-15 (S)  7  25.99   1.03
2011-06-14 20:09:29 NOAA-17 (S)  5  11.12   1.17
2011-06-14 20:15:30 NOAA-19 (N)  6  16.73   0.83
2011-06-14 20:20:16 NOAA-18 (N)  5  10.51   0.78
2011-06-14 20:41:55 NOAA-16 (S)  5  12.77   1.01
2011-06-14 20:43:23 NOAA-15 (N)  7  24.70   0.89
2011-06-14 20:59:21 NOAA-17 (N)  6  17.58   1.33
2011-06-14 21:07:14 NOAA-19 (S)  6  16.46   0.98
2011-06-14 21:11:44 NOAA-18 (S)  5  10.54   0.84
2011-06-14 21:32:03 NOAA-16 (N)  6  16.18   1.22
2011-06-14 21:34:19 NOAA-15 (S)  6  23.61   0.90
2011-06-14 21:49:45 NOAA-17 (S)  5  12.39   1.03
2011-06-14 21:58:26 NOAA-19 (N)  5  12.27   0.87
2011-06-14 22:02:40 NOAA-18 (N)  4   7.88   0.77
2011-06-14 22:23:15 NOAA-16 (S)  4   7.72   0.91
2011-06-14 22:24:27 NOAA-15 (N)  6  21.67   0.79
2011-06-14 22:39:21 NOAA-17 (N)  5  12.15   1.23
2011-06-14 22:50:26 NOAA-19 (S)  5  14.46   2.08
2011-06-14 22:54:24 NOAA-18 (S)  6  21.50   0.97
